batch,batch_date,total_companies,dimension,value,count,share
Winter 2011,2011-01-01,45,tag,Computer Vision,1,0.0222
Winter 2011,2011-01-01,45,tag,E-commerce,1,0.0222
Winter 2011,2011-01-01,45,tag,Referrals,1,0.0222
Winter 2011,2011-01-01,45,tag,Customer Service,1,0.0222
Winter 2011,2011-01-01,45,tag,Enterprise,1,0.0222
Winter 2011,2011-01-01,45,tag,Finance,1,0.0222
Winter 2011,2011-01-01,45,tag,Investing,1,0.0222
Winter 2011,2011-01-01,45,tag,Developer Tools,1,0.0222
Winter 2011,2011-01-01,45,tag,Design Tools,1,0.0222
Winter 2011,2011-01-01,45,tag,Hardware,1,0.0222
Winter 2011,2011-01-01,45,tag,Marketing,1,0.0222
Winter 2011,2011-01-01,45,tag,Real Estate,1,0.0222
Winter 2011,2011-01-01,45,tag,Food,1,0.0222
Winter 2011,2011-01-01,45,tag,Food Tech,1,0.0222
Winter 2011,2011-01-01,45,tag,Food & Beverage,1,0.0222
Summer 2011,2011-07-01,60,industry,B2B,30,0.5
Summer 2011,2011-07-01,60,industry,Consumer,18,0.3
Summer 2011,2011-07-01,60,industry,Infrastructure,9,0.15
Summer 2011,2011-07-01,60,industry,Marketing,6,0.1
Summer 2011,2011-07-01,60,industry,Home and Personal,5,0.0833
Summer 2011,2011-07-01,60,industry,Fintech,4,0.0667
Summer 2011,2011-07-01,60,industry,Consumer Finance,4,0.0667
Summer 2011,2011-07-01,60,industry,Productivity,4,0.0667
Summer 2011,2011-07-01,60,industry,Social,4,0.0667
Summer 2011,2011-07-01,60,industry,Healthcare,3,0.05
Summer 2011,2011-07-01,60,industry,Education,3,0.05
Summer 2011,2011-07-01,60,industry,Analytics,3,0.05
Summer 2011,2011-07-01,60,industry,Healthcare IT,2,0.0333
Summer 2011,2011-07-01,60,industry,Food and Beverage,2,0.0333
Summer 2011,2011-07-01,60,industry,"Engineering, Product and Design",2,0.0333
Summer 2011,2011-07-01,60,industry,Transportation Services,2,0.0333
Summer 2011,2011-07-01,60,industry,Content,2,0.0333
Summer 2011,2011-07-01,60,industry,Gaming,2,0.0333
Summer 2011,2011-07-01,60,industry,Sales,2,0.0333
Summer 2011,2011-07-01,60,industry,Real Estate and Construction,2,0.0333
Summer 2011,2011-07-01,60,industry,Housing and Real Estate,2,0.0333
Summer 2011,2011-07-01,60,industry,Consumer Electronics,1,0.0167
Summer 2011,2011-07-01,60,industry,Legal,1,0.0167
Summer 2011,2011-07-01,60,industry,Recruiting and Talent,1,0.0167
Summer 2011,2011-07-01,60,industry,Healthcare Services,1,0.0167
Summer 2011,2011-07-01,60,industry,Security,1,0.0167
Summer 2011,2011-07-01,60,region,America / Canada,59,0.9833
Summer 2011,2011-07-01,60,region,United States of America,58,0.9667
Summer 2011,2011-07-01,60,region,Remote,20,0.3333
Summer 2011,2011-07-01,60,region,Partly Remote,13,0.2167
Summer 2011,2011-07-01,60,region,Fully Remote,7,0.1167
Summer 2011,2011-07-01,60,region,Europe,3,0.05
Summer 2011,2011-07-01,60,region,Turkey,1,0.0167
Summer 2011,2011-07-01,60,region,Netherlands,1,0.0167
Summer 2011,2011-07-01,60,region,Middle East and North Africa,1,0.0167
Summer 2011,2011-07-01,60,region,United Kingdom,1,0.0167
Summer 2011,2011-07-01,60,region,Denmark,1,0.0167
Summer 2011,2011-07-01,60,region,Canada,1,0.0167
Summer 2011,2011-07-01,60,status,Acquired,26,0.4333
Summer 2011,2011-07-01,60,status,Inactive,20,0.3333
Summer 2011,2011-07-01,60,status,Active,14,0.2333
Summer 2011,2011-07-01,60,tag,SaaS,11,0.1833
Summer 2011,2011-07-01,60,tag,Developer Tools,6,0.1
Summer 2011,2011-07-01,60,tag,B2B,6,0.1
Summer 2011,2011-07-01,60,tag,Education,4,0.0667
Summer 2011,2011-07-01,60,tag,Video,4,0.0667
Summer 2011,2011-07-01,60,tag,Marketplace,4,0.0667
Summer 2011,2011-07-01,60,tag,Fintech,3,0.05
Summer 2011,2011-07-01,60,tag,Analytics,3,0.05
Summer 2011,2011-07-01,60,tag,Advertising,3,0.05
Summer 2011,2011-07-01,60,tag,Machine Learning,2,0.0333
Summer 2011,2011-07-01,60,tag,Open Source,2,0.0333
Summer 2011,2011-07-01,60,tag,Databases,2,0.0333
Summer 2011,2011-07-01,60,tag,Documents,2,0.0333
Summer 2011,2011-07-01,60,tag,Collaboration,2,0.0333
Summer 2011,2011-07-01,60,tag,Productivity,2,0.0333
Summer 2011,2011-07-01,60,tag,Sales,2,0.0333
Summer 2011,2011-07-01,60,tag,Marketing,2,0.0333
Summer 2011,2011-07-01,60,tag,Real Estate,2,0.0333
Summer 2011,2011-07-01,60,tag,Healthcare,1,0.0167
Summer 2011,2011-07-01,60,tag,Grocery,1,0.0167
Summer 2011,2011-07-01,60,tag,GraphQL,1,0.0167
Summer 2011,2011-07-01,60,tag,IoT,1,0.0167
Summer 2011,2011-07-01,60,tag,Automotive,1,0.0167
Summer 2011,2011-07-01,60,tag,Delivery,1,0.0167
Summer 2011,2011-07-01,60,tag,Food Tech,1,0.0167
Summer 2011,2011-07-01,60,tag,Big Data,1,0.0167
Summer 2011,2011-07-01,60,tag,Legal,1,0.0167
Summer 2011,2011-07-01,60,tag,LegalTech,1,0.0167
Summer 2011,2011-07-01,60,tag,DevOps,1,0.0167
Summer 2011,2011-07-01,60,tag,Cloud Workload Protection,1,0.0167
Summer 2011,2011-07-01,60,tag,DevSecOps,1,0.0167
Summer 2011,2011-07-01,60,tag,Next-gen Network Security,1,0.0167
Summer 2011,2011-07-01,60,tag,Transportation,1,0.0167
Summer 2011,2011-07-01,60,tag,Social Network,1,0.0167
Summer 2011,2011-07-01,60,tag,E-Commerce,1,0.0167
Summer 2011,2011-07-01,60,tag,Location-based,1,0.0167
Summer 2011,2011-07-01,60,tag,Music,1,0.0167
Summer 2011,2011-07-01,60,tag,Payments,1,0.0167
Summer 2011,2011-07-01,60,tag,Recruiting,1,0.0167
Summer 2011,2011-07-01,60,tag,Gaming,1,0.0167
Summer 2011,2011-07-01,60,tag,AI,1,0.0167
Summer 2011,2011-07-01,60,tag,Insurance,1,0.0167
Summer 2011,2011-07-01,60,tag,Messaging,1,0.0167
Summer 2011,2011-07-01,60,tag,Reviews,1,0.0167
Summer 2011,2011-07-01,60,tag,Social,1,0.0167
Summer 2011,2011-07-01,60,tag,CRM,1,0.0167
Summer 2011,2011-07-01,60,tag,Telecommunications,1,0.0167
Summer 2011,2011-07-01,60,tag,E-commerce,1,0.0167
Summer 2011,2011-07-01,60,tag,Health Tech,1,0.0167
Summer 2011,2011-07-01,60,tag,Biotech,1,0.0167
Summer 2011,2011-07-01,60,tag,Enterprise,1,0.0167
Summer 2011,2011-07-01,60,tag,Email,1,0.0167
Summer 2011,2011-07-01,60,tag,Proptech,1,0.0167
Summer 2011,2011-07-01,60,tag,Augmented Reality,1,0.0167
Winter 2012,2012-01-01,66,industry,B2B,30,0.4545
Winter 2012,2012-01-01,66,industry,Consumer,21,0.3182
Winter 2012,2012-01-01,66,industry,"Engineering, Product and Design",8,0.1212
Winter 2012,2012-01-01,66,industry,Productivity,6,0.0909
Winter 2012,2012-01-01,66,industry,Home and Personal,5,0.0758
Winter 2012,2012-01-01,66,industry,Fintech,5,0.0758
Winter 2012,2012-01-01,66,industry,Infrastructure,4,0.0606
Winter 2012,2012-01-01,66,industry,Content,4,0.0606
Winter 2012,2012-01-01,66,industry,Marketing,4,0.0606
Winter 2012,2012-01-01,66,industry,Social,4,0.0606
Winter 2012,2012-01-01,66,industry,Real Estate and Construction,3,0.0455
Winter 2012,2012-01-01,66,industry,Industrials,3,0.0455
Winter 2012,2012-01-01,66,industry,Payments,3,0.0455
Winter 2012,2012-01-01,66,industry,Housing and Real Estate,2,0.0303
Winter 2012,2012-01-01,66,industry,Apparel and Cosmetics,2,0.0303
Winter 2012,2012-01-01,66,industry,Transportation Services,2,0.0303
Winter 2012,2012-01-01,66,industry,Education,2,0.0303
Winter 2012,2012-01-01,66,industry,Human Resources,2,0.0303
Winter 2012,2012-01-01,66,industry,Recruiting and Talent,2,0.0303
Winter 2012,2012-01-01,66,industry,Gaming,2,0.0303
Winter 2012,2012-01-01,66,industry,Healthcare,2,0.0303
Winter 2012,2012-01-01,66,industry,Analytics,1,0.0152
Winter 2012,2012-01-01,66,industry,Retail,1,0.0152
Winter 2012,2012-01-01,66,industry,Manufacturing and Robotics,1,0.0152
Winter 2012,2012-01-01,66,industry,Agriculture,1,0.0152
Winter 2012,2012-01-01,66,industry,Food and Beverage,1,0.0152
Winter 2012,2012-01-01,66,industry,Operations,1,0.0152
Winter 2012,2012-01-01,66,industry,Credit and Lending,1,0.0152
Winter 2012,2012-01-01,66,industry,Virtual and Augmented Reality,1,0.0152
Winter 2012,2012-01-01,66,industry,Healthcare IT,1,0.0152
Winter 2012,2012-01-01,66,industry,Healthcare Services,1,0.0152
Winter 2012,2012-01-01,66,industry,Construction,1,0.0152
Winter 2012,2012-01-01,66,industry,Consumer Finance,1,0.0152
Winter 2012,2012-01-01,66,region,America / Canada,60,0.9091
Winter 2012,2012-01-01,66,region,United States of America,59,0.8939
Winter 2012,2012-01-01,66,region,Remote,15,0.2273
Winter 2012,2012-01-01,66,region,Partly Remote,9,0.1364
Winter 2012,2012-01-01,66,region,Fully Remote,6,0.0909
Winter 2012,2012-01-01,66,region,Unspecified,4,0.0606
Winter 2012,2012-01-01,66,region,United Kingdom,1,0.0152
Winter 2012,2012-01-01,66,region,Europe,1,0.0152
Winter 2012,2012-01-01,66,region,Turkey,1,0.0152
Winter 2012,2012-01-01,66,region,Middle East and North Africa,1,0.0152
Winter 2012,2012-01-01,66,region,Canada,1,0.0152
Winter 2012,2012-01-01,66,region,Senegal,1,0.0152
Winter 2012,2012-01-01,66,region,Africa,1,0.0152
Winter 2012,2012-01-01,66,status,Inactive,27,0.4091
Winter 2012,2012-01-01,66,status,Acquired,25,0.3788
Winter 2012,2012-01-01,66,status,Active,12,0.1818
Winter 2012,2012-01-01,66,status,Public,2,0.0303
Winter 2012,2012-01-01,66,tag,SaaS,6,0.0909
Winter 2012,2012-01-01,66,tag,B2B,5,0.0758
Winter 2012,2012-01-01,66,tag,Social,5,0.0758
Winter 2012,2012-01-01,66,tag,Marketplace,5,0.0758
Winter 2012,2012-01-01,66,tag,Messaging,5,0.0758
Winter 2012,2012-01-01,66,tag,Fintech,5,0.0758
Winter 2012,2012-01-01,66,tag,Analytics,4,0.0606
Winter 2012,2012-01-01,66,tag,Developer Tools,3,0.0455
Winter 2012,2012-01-01,66,tag,Marketing,3,0.0455
Winter 2012,2012-01-01,66,tag,Security,3,0.0455
Winter 2012,2012-01-01,66,tag,Productivity,3,0.0455
Winter 2012,2012-01-01,66,tag,Collaboration,3,0.0455
Winter 2012,2012-01-01,66,tag,Gaming,3,0.0455
Winter 2012,2012-01-01,66,tag,Enterprise,3,0.0455
Winter 2012,2012-01-01,66,tag,Fashion,2,0.0303
Winter 2012,2012-01-01,66,tag,Media,2,0.0303
Winter 2012,2012-01-01,66,tag,Travel,2,0.0303
Winter 2012,2012-01-01,66,tag,Automotive,2,0.0303
Winter 2012,2012-01-01,66,tag,Automation,2,0.0303
Winter 2012,2012-01-01,66,tag,Hardware,2,0.0303
Winter 2012,2012-01-01,66,tag,Dating,2,0.0303
Winter 2012,2012-01-01,66,tag,Computer Vision,2,0.0303
Winter 2012,2012-01-01,66,tag,HR Tech,2,0.0303
Winter 2012,2012-01-01,66,tag,Video,2,0.0303
Winter 2012,2012-01-01,66,tag,Education,2,0.0303
Winter 2012,2012-01-01,66,tag,Healthcare,2,0.0303
Winter 2012,2012-01-01,66,tag,IoT,2,0.0303
Winter 2012,2012-01-01,66,tag,Payments,2,0.0303
Winter 2012,2012-01-01,66,tag,E-Commerce,2,0.0303
Winter 2012,2012-01-01,66,tag,Retail,2,0.0303
Winter 2012,2012-01-01,66,tag,Real Estate,1,0.0152
Winter 2012,2012-01-01,66,tag,Proptech,1,0.0152
Winter 2012,2012-01-01,66,tag,Women's Health,1,0.0152
Winter 2012,2012-01-01,66,tag,Big Data,1,0.0152
Winter 2012,2012-01-01,66,tag,Data Visualization,1,0.0152
Winter 2012,2012-01-01,66,tag,Kids,1,0.0152
Winter 2012,2012-01-01,66,tag,No-code,1,0.0152
Winter 2012,2012-01-01,66,tag,Web Development,1,0.0152
Winter 2012,2012-01-01,66,tag,Social Media,1,0.0152
Winter 2012,2012-01-01,66,tag,Hard Tech,1,0.0152
Winter 2012,2012-01-01,66,tag,Robotics,1,0.0152
Winter 2012,2012-01-01,66,tag,Manufacturing,1,0.0152
Winter 2012,2012-01-01,66,tag,Privacy,1,0.0152
Winter 2012,2012-01-01,66,tag,Consumer,1,0.0152
Winter 2012,2012-01-01,66,tag,Social Network,1,0.0152
Winter 2012,2012-01-01,66,tag,Agriculture,1,0.0152
Winter 2012,2012-01-01,66,tag,Nonprofit,1,0.0152
Winter 2012,2012-01-01,66,tag,Fundraising,1,0.0152
Winter 2012,2012-01-01,66,tag,Email,1,0.0152
Winter 2012,2012-01-01,66,tag,Payroll,1,0.0152
Winter 2012,2012-01-01,66,tag,Health Insurance,1,0.0152
Winter 2012,2012-01-01,66,tag,Customer Service,1,0.0152
Winter 2012,2012-01-01,66,tag,Lending,1,0.0152
Winter 2012,2012-01-01,66,tag,Coding Bootcamps,1,0.0152
Winter 2012,2012-01-01,66,tag,Machine Learning,1,0.0152
Winter 2012,2012-01-01,66,tag,Telecommunications,1,0.0152
Winter 2012,2012-01-01,66,tag,Defense,1,0.0152
Winter 2012,2012-01-01,66,tag,Design,1,0.0152
Winter 2012,2012-01-01,66,tag,Construction,1,0.0152
Winter 2012,2012-01-01,66,tag,Cloud Computing,1,0.0152
Winter 2012,2012-01-01,66,tag,AI,1,0.0152
Winter 2012,2012-01-01,66,tag,SMB,1,0.0152
Winter 2012,2012-01-01,66,tag,API,1,0.0152
Winter 2012,2012-01-01,66,tag,DevOps,1,0.0152
Winter 2012,2012-01-01,66,tag,Recruiting,1,0.0152
Winter 2012,2012-01-01,66,tag,Crowdfunding,1,0.0152
Winter 2012,2012-01-01,66,tag,Sales,1,0.0152
Summer 2012,2012-07-01,83,industry,B2B,43,0.5181
Summer 2012,2012-07-01,83,industry,Consumer,27,0.3253
Summer 2012,2012-07-01,83,industry,"Engineering, Product and Design",9,0.1084
Summer 2012,2012-07-01,83,industry,Productivity,7,0.0843
Summer 2012,2012-07-01,83,industry,Content,7,0.0843
Summer 2012,2012-07-01,83,industry,Home and Personal,6,0.0723
Summer 2012,2012-07-01,83,industry,Education,5,0.0602
Summer 2012,2012-07-01,83,industry,Healthcare,4,0.0482
Summer 2012,2012-07-01,83,industry,Operations,4,0.0482
Summer 2012,2012-07-01,83,industry,Marketing,4,0.0482
Summer 2012,2012-07-01,83,industry,Social,3,0.0361
Summer 2012,2012-07-01,83,industry,Sales,3,0.0361
Summer 2012,2012-07-01,83,industry,Analytics,3,0.0361
Summer 2012,2012-07-01,83,industry,Fintech,3,0.0361
Summer 2012,2012-07-01,83,industry,Infrastructure,3,0.0361
Summer 2012,2012-07-01,83,industry,Consumer Electronics,2,0.0241
Summer 2012,2012-07-01,83,industry,Healthcare IT,2,0.0241
Summer 2012,2012-07-01,83,industry,"Travel, Leisure and Tourism",2,0.0241
Summer 2012,2012-07-01,83,industry,Food and Beverage,2,0.0241
Summer 2012,2012-07-01,83,industry,Supply Chain and Logistics,2,0.0241
Summer 2012,2012-07-01,83,industry,Recruiting and Talent,2,0.0241
Summer 2012,2012-07-01,83,industry,Human Resources,2,0.0241
Summer 2012,2012-07-01,83,industry,Industrials,1,0.012
Summer 2012,2012-07-01,83,industry,Drones,1,0.012
Summer 2012,2012-07-01,83,industry,Retail,1,0.012
Summer 2012,2012-07-01,83,industry,Banking and Exchange,1,0.012
Summer 2012,2012-07-01,83,industry,Consumer Health and Wellness,1,0.012
Summer 2012,2012-07-01,83,industry,Asset Management,1,0.012
Summer 2012,2012-07-01,83,industry,Healthcare Services,1,0.012
Summer 2012,2012-07-01,83,industry,Gaming,1,0.012
Summer 2012,2012-07-01,83,industry,Consumer Finance,1,0.012
Summer 2012,2012-07-01,83,industry,Apparel and Cosmetics,1,0.012
Summer 2012,2012-07-01,83,industry,Transportation Services,1,0.012
Summer 2012,2012-07-01,83,region,America / Canada,70,0.8434
Summer 2012,2012-07-01,83,region,United States of America,69,0.8313
Summer 2012,2012-07-01,83,region,Remote,31,0.3735
Summer 2012,2012-07-01,83,region,Fully Remote,17,0.2048
Summer 2012,2012-07-01,83,region,Partly Remote,14,0.1687
Summer 2012,2012-07-01,83,region,Unspecified,9,0.1084
Summer 2012,2012-07-01,83,region,United Kingdom,2,0.0241
Summer 2012,2012-07-01,83,region,Europe,2,0.0241
Summer 2012,2012-07-01,83,region,Hong Kong,1,0.012
Summer 2012,2012-07-01,83,region,East Asia,1,0.012
Summer 2012,2012-07-01,83,region,Canada,1,0.012
Summer 2012,2012-07-01,83,region,India,1,0.012
Summer 2012,2012-07-01,83,region,South Asia,1,0.012
Summer 2012,2012-07-01,83,status,Inactive,38,0.4578
Summer 2012,2012-07-01,83,status,Active,23,0.2771
Summer 2012,2012-07-01,83,status,Acquired,20,0.241
Summer 2012,2012-07-01,83,status,Public,2,0.0241
Summer 2012,2012-07-01,83,tag,SaaS,11,0.1325
Summer 2012,2012-07-01,83,tag,B2B,6,0.0723
Summer 2012,2012-07-01,83,tag,Video,6,0.0723
Summer 2012,2012-07-01,83,tag,Analytics,5,0.0602
Summer 2012,2012-07-01,83,tag,Education,5,0.0602
Summer 2012,2012-07-01,83,tag,Advertising,5,0.0602
Summer 2012,2012-07-01,83,tag,Developer Tools,5,0.0602
Summer 2012,2012-07-01,83,tag,Social,4,0.0482
Summer 2012,2012-07-01,83,tag,E-commerce,4,0.0482
Summer 2012,2012-07-01,83,tag,E-Commerce,3,0.0361
Summer 2012,2012-07-01,83,tag,Travel,3,0.0361
Summer 2012,2012-07-01,83,tag,Marketplace,3,0.0361
Summer 2012,2012-07-01,83,tag,Social Network,2,0.0241
Summer 2012,2012-07-01,83,tag,Robotics,2,0.0241
Summer 2012,2012-07-01,83,tag,Crowdfunding,2,0.0241
Summer 2012,2012-07-01,83,tag,Marketing,2,0.0241
Summer 2012,2012-07-01,83,tag,Consumer,2,0.0241
Summer 2012,2012-07-01,83,tag,Entertainment,2,0.0241
Summer 2012,2012-07-01,83,tag,Design Tools,2,0.0241
Summer 2012,2012-07-01,83,tag,Health Insurance,2,0.0241
Summer 2012,2012-07-01,83,tag,Media,2,0.0241
Summer 2012,2012-07-01,83,tag,Fintech,2,0.0241
Summer 2012,2012-07-01,83,tag,Cloud Computing,2,0.0241
Summer 2012,2012-07-01,83,tag,Health Tech,2,0.0241
Summer 2012,2012-07-01,83,tag,Investing,2,0.0241
Summer 2012,2012-07-01,83,tag,Design,2,0.0241
Summer 2012,2012-07-01,83,tag,Social Media,1,0.012
Summer 2012,2012-07-01,83,tag,Drones,1,0.012
Summer 2012,2012-07-01,83,tag,Calendar,1,0.012
Summer 2012,2012-07-01,83,tag,Biotech,1,0.012
Summer 2012,2012-07-01,83,tag,Electric Vehicles,1,0.012
Summer 2012,2012-07-01,83,tag,Artificial Intelligence,1,0.012
Summer 2012,2012-07-01,83,tag,CRM,1,0.012
Summer 2012,2012-07-01,83,tag,Kids,1,0.012
Summer 2012,2012-07-01,83,tag,Metaverse,1,0.012
Summer 2012,2012-07-01,83,tag,Gaming,1,0.012
Summer 2012,2012-07-01,83,tag,Crypto / Web3,1,0.012
Summer 2012,2012-07-01,83,tag,Consumer Health Services,1,0.012
Summer 2012,2012-07-01,83,tag,Hardware,1,0.012
Summer 2012,2012-07-01,83,tag,3D Printing,1,0.012
Summer 2012,2012-07-01,83,tag,Healthcare,1,0.012
Summer 2012,2012-07-01,83,tag,API,1,0.012
Summer 2012,2012-07-01,83,tag,Coding Bootcamps,1,0.012
Summer 2012,2012-07-01,83,tag,Booking,1,0.012
Summer 2012,2012-07-01,83,tag,Music,1,0.012
Summer 2012,2012-07-01,83,tag,Diagnostics,1,0.012
Summer 2012,2012-07-01,83,tag,Community,1,0.012
Summer 2012,2012-07-01,83,tag,Grocery,1,0.012
Summer 2012,2012-07-01,83,tag,Delivery,1,0.012
Summer 2012,2012-07-01,83,tag,Logistics,1,0.012
Summer 2012,2012-07-01,83,tag,Supply Chain,1,0.012
Summer 2012,2012-07-01,83,tag,Personalization,1,0.012
Summer 2012,2012-07-01,83,tag,Human Resources,1,0.012
Summer 2012,2012-07-01,83,tag,Talent Acquisition,1,0.012
Summer 2012,2012-07-01,83,tag,Hard Tech,1,0.012
Summer 2012,2012-07-01,83,tag,Big Data,1,0.012
Summer 2012,2012-07-01,83,tag,DevSecOps,1,0.012
Summer 2012,2012-07-01,83,tag,Collaboration,1,0.012
Summer 2012,2012-07-01,83,tag,Security,1,0.012
Summer 2012,2012-07-01,83,tag,Open Source,1,0.012
Summer 2012,2012-07-01,83,tag,HR Tech,1,0.012
Summer 2012,2012-07-01,83,tag,Privacy,1,0.012
Summer 2012,2012-07-01,83,tag,Customer Success,1,0.012
Summer 2012,2012-07-01,83,tag,Finance,1,0.012
Summer 2012,2012-07-01,83,tag,DevOps,1,0.012
Summer 2012,2012-07-01,83,tag,SMS,1,0.012
Summer 2012,2012-07-01,83,tag,AI,1,0.012
Summer 2012,2012-07-01,83,tag,AI Assistant,1,0.012
Summer 2012,2012-07-01,83,tag,Telecommunications,1,0.012
Summer 2012,2012-07-01,83,tag,Sustainability,1,0.012
Summer 2012,2012-07-01,83,tag,Food Tech,1,0.012
Summer 2012,2012-07-01,83,tag,eLearning,1,0.012
Summer 2012,2012-07-01,83,tag,Edtech,1,0.012
Summer 2012,2012-07-01,83,tag,Retail,1,0.012
Summer 2012,2012-07-01,83,tag,Fashion,1,0.012
Summer 2012,2012-07-01,83,tag,Manufacturing,1,0.012
Summer 2012,2012-07-01,83,tag,Apparel,1,0.012
Summer 2012,2012-07-01,83,tag,Customization,1,0.012
Summer 2012,2012-07-01,83,tag,Sustainable Tourism,1,0.012
Summer 2012,2012-07-01,83,tag,Mobility,1,0.012
Summer 2012,2012-07-01,83,tag,Messaging,1,0.012
Summer 2012,2012-07-01,83,tag,Automation,1,0.012
Summer 2012,2012-07-01,83,tag,Email,1,0.012
Winter 2013,2013-01-01,46,industry,B2B,25,0.5435
Winter 2013,2013-01-01,46,industry,Consumer,12,0.2609
Winter 2013,2013-01-01,46,industry,Healthcare,6,0.1304
Winter 2013,2013-01-01,46,industry,Retail,5,0.1087
Winter 2013,2013-01-01,46,industry,Infrastructure,5,0.1087
Winter 2013,2013-01-01,46,industry,Home and Personal,4,0.087
Winter 2013,2013-01-01,46,industry,Healthcare Services,3,0.0652
Winter 2013,2013-01-01,46,industry,Analytics,3,0.0652
Winter 2013,2013-01-01,46,industry,Apparel and Cosmetics,3,0.0652
Winter 2013,2013-01-01,46,industry,Productivity,3,0.0652
Winter 2013,2013-01-01,46,industry,"Engineering, Product and Design",2,0.0435
Winter 2013,2013-01-01,46,industry,Fintech,2,0.0435
Winter 2013,2013-01-01,46,industry,"Travel, Leisure and Tourism",2,0.0435
Winter 2013,2013-01-01,46,industry,Healthcare IT,2,0.0435
Winter 2013,2013-01-01,46,industry,Human Resources,2,0.0435
Winter 2013,2013-01-01,46,industry,Industrials,1,0.0217
Winter 2013,2013-01-01,46,industry,Drones,1,0.0217
Winter 2013,2013-01-01,46,industry,Consumer Finance,1,0.0217
Winter 2013,2013-01-01,46,industry,Food and Beverage,1,0.0217
Winter 2013,2013-01-01,46,industry,Operations,1,0.0217
Winter 2013,2013-01-01,46,industry,Virtual and Augmented Reality,1,0.0217
